name,net_worth,gender,age,birth_year,birth_month,birth_day,industry,self_made,country,gdp_country,cpi_change_country,gross_tertiary_education_enrollment,life_expectancy_country,total_tax_rate_country,population_country
Georg Stumpf,7900,M,50.0,1972.0,9.0,14.0,Diversified,True,Austria,"$446,314,739,528 ",1.5,85.1,81.6,51.4,8877067.0
Takao Yasuda,3300,M,73.0,1949.0,5.0,7.0,Fashion & Retail,True,Singapore,"$372,062,527,489 ",0.6,84.8,83.1,21.0,5703569.0
Thomas Struengmann & family,11500,M,73.0,1950.0,2.0,16.0,Healthcare,True,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
J. Christopher Reyes,7000,M,69.0,1953.0,12.0,29.0,Food & Beverage,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Sid Bass,4000,M,80.0,1942.0,4.0,9.0,Energy,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Scott Watterson,1600,M,67.0,1955.0,5.0,18.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Noubar Afeyan,1600,M,60.0,1962.0,7.0,25.0,Healthcare,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Ronald Lauder,4600,M,79.0,1944.0,2.0,26.0,Fashion & Retail,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Liu Hanyuan,11400,M,59.0,1964.0,1.0,1.0,Food & Beverage,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Charlene de Carvalho-Heineken & family,14700,F,68.0,1954.0,6.0,30.0,Food & Beverage,False,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Tomasz Biernacki,4800,M,50.0,1973.0,1.0,1.0,Fashion & Retail,True,Poland,"$592,164,400,688 ",2.2,67.8,77.6,40.8,37970874.0
Manuel Villar,8600,M,73.0,1949.0,12.0,13.0,Real Estate,True,Philippines,"$376,795,508,680 ",2.5,35.5,71.1,43.1,108116615.0
Jason Jiang,3700,M,50.0,1973.0,1.0,1.0,Media & Entertainment,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Donald Friese,1100,M,82.0,1940.0,10.0,3.0,Manufacturing,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
John Van Lieshout,1300,M,77.0,1946.0,1.0,12.0,Real Estate,True,Australia,"$1,392,680,589,329 ",1.6,113.1,82.7,47.4,25766605.0
Philippe Laffont,6900,M,55.0,1967.0,9.0,16.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Beda Diethelm,2100,M,82.0,1941.0,1.0,1.0,Healthcare,True,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
Pan Shiyi,1400,M,60.0,1963.0,1.0,1.0,Real Estate,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Phillip Frost,1800,M,86.0,1936.0,11.0,11.0,Healthcare,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Veronica Squinzi,1200,F,51.0,1972.0,1.0,1.0,Construction & Engineering,False,Italy,"$2,001,244,392,042 ",0.6,61.9,82.9,59.1,60297396.0
Elizabeth Uihlein,3800,F,77.0,1945.0,7.0,7.0,Manufacturing,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Luciano Benetton,3200,M,87.0,1935.0,5.0,13.0,Fashion & Retail,True,Italy,"$2,001,244,392,042 ",0.6,61.9,82.9,59.1,60297396.0
Brian Chesky,9300,M,41.0,1981.0,8.0,29.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Joseph Liemandt,4500,M,54.0,1968.0,8.0,5.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Robert Sands,3000,M,64.0,1958.0,6.0,10.0,Food & Beverage,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Martin Haefner,5000,M,69.0,1954.0,1.0,1.0,Technology,False,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
Anthony Casalena,1300,M,40.0,1982.0,4.0,24.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Yuan Liping,1400,F,52.0,1971.0,1.0,1.0,Healthcare,False,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Joao Moreira Salles,4100,M,61.0,1962.0,1.0,1.0,Diversified,False,Brazil,"$1,839,758,040,766 ",3.7,51.3,75.7,65.1,212559417.0
Larry Ellison,107000,M,78.0,1944.0,8.0,17.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Lin Lairong & family,1700,M,54.0,1968.0,8.0,9.0,Metals & Mining,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Elizabeth Johnson,5300,F,59.0,1963.0,5.0,7.0,Finance & Investments,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Andrei Krivenko,2100,M,47.0,1975.0,7.0,25.0,Food & Beverage,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Bill Gates,104000,M,67.0,1955.0,10.0,28.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
John Bloor,1400,M,79.0,1943.0,6.0,16.0,Diversified,True,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Martin Selig,1400,M,85.0,1937.0,12.0,31.0,Real Estate,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Hong Ra-hee,4700,F,77.0,1945.0,7.0,15.0,Technology,False,South Korea,"$2,029,000,000,000 ",0.4,94.3,82.6,33.2,51709098.0
Li Zhenguo & family,8500,M,55.0,1968.0,1.0,1.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Salil Singhal,2700,M,75.0,1947.0,7.0,21.0,Manufacturing,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Maria Fernanda Amorim & family,4700,F,88.0,1935.0,1.0,16.0,Diversified,False,Portugal,"$237,686,075,635 ",0.3,63.9,81.3,39.8,10269417.0
Tilman Fertitta,8100,M,65.0,1957.0,6.0,25.0,Food & Beverage,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Bertil Hult,3100,M,82.0,1941.0,2.0,10.0,Service,True,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
Johan Johannson,1000,M,56.0,1967.0,1.0,1.0,Fashion & Retail,False,Norway,"$403,336,363,636 ",2.2,82.0,82.8,36.2,5347896.0
Wenrong Shen,2500,M,77.0,1946.0,2.0,13.0,Metals & Mining,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Jamie Dimon,1600,M,67.0,1956.0,3.0,13.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Johanna Braun,1000,F,43.0,1980.0,1.0,1.0,Healthcare,False,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Carl Thoma,3300,M,74.0,1948.0,10.0,12.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Torsten Toeller,2100,M,56.0,1966.0,4.0,6.0,Fashion & Retail,True,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Zhang Xuewu,1100,M,48.0,1974.0,8.0,19.0,Food & Beverage,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Dragos Paval,1700,M,56.0,1966.0,6.0,22.0,Fashion & Retail,True,Romania,"$250,077,444,017 ",3.8,49.4,75.4,20.0,19356544.0
John Reece,7600,M,66.0,1957.0,3.0,7.0,Manufacturing,True,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Dan Kurzius,4000,M,51.0,1971.0,12.0,1.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Li Denghai,1300,M,73.0,1949.0,9.0,1.0,Food & Beverage,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Soichiro Minami,1100,M,46.0,1976.0,6.0,15.0,Technology,True,Japan,"$5,081,769,542,380 ",0.5,63.2,84.2,46.7,126226568.0
Nicola Leibinger-Kammueller,1500,F,63.0,1959.0,12.0,15.0,Manufacturing,False,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Jack Dangermond,7000,M,77.0,1945.0,7.0,23.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Eugene Kaspersky,2100,M,57.0,1965.0,10.0,4.0,Technology,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
David Hoffmann,1600,M,70.0,1952.0,8.0,7.0,Diversified,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Carl Ferdinand Oetker,3900,M,50.0,1972.0,10.0,3.0,Fashion & Retail,False,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Herbert Wertheim,4300,M,83.0,1939.0,5.0,23.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Maria Angelicoussis,5600,F,41.0,1982.0,2.0,18.0,Logistics,False,Greece,"$209,852,761,469 ",0.2,136.6,81.3,51.9,10716322.0
Patrick Drahi,4300,M,59.0,1963.0,8.0,20.0,Telecom,True,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
Neerja Sethi,1000,F,68.0,1955.0,1.0,16.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Ho Hung Anh,1500,M,52.0,1970.0,6.0,8.0,Finance & Investments,True,Vietnam,"$261,921,244,843 ",2.8,28.5,75.3,37.6,96462106.0
Eric Lefkofsky,4200,M,53.0,1969.0,9.0,2.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Sara Blakely,1100,F,52.0,1971.0,2.0,27.0,Fashion & Retail,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
James Leprino,1900,M,85.0,1937.0,11.0,22.0,Food & Beverage,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Ann Walton Kroenke,8500,F,74.0,1948.0,12.0,18.0,Fashion & Retail,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Wu Yingming,1800,M,56.0,1967.0,1.0,1.0,Energy,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Roger Wang,2500,M,74.0,1949.0,1.0,1.0,Fashion & Retail,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Chua Thian Poh,1400,M,74.0,1948.0,7.0,11.0,Real Estate,True,Singapore,"$372,062,527,489 ",0.6,84.8,83.1,21.0,5703569.0
David Mindus,1800,M,51.0,1972.0,1.0,26.0,Real Estate,True,Sweden,"$530,832,908,738 ",1.8,67.0,82.5,49.1,10285453.0
Masayoshi Son,22400,M,65.0,1957.0,8.0,11.0,Telecom,True,Japan,"$5,081,769,542,380 ",0.5,63.2,84.2,46.7,126226568.0
Nobutoshi Shimamura,1400,M,97.0,1926.0,3.0,8.0,Fashion & Retail,True,Japan,"$5,081,769,542,380 ",0.5,63.2,84.2,46.7,126226568.0
Phil Knight & family,45100,M,85.0,1938.0,2.0,24.0,Fashion & Retail,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
David Nahmad,2300,M,75.0,1947.0,4.0,14.0,Fashion & Retail,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Mikhail Prokhorov,11300,M,57.0,1965.0,5.0,3.0,Finance & Investments,True,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
Helen Johnson-Leipold,4800,F,66.0,1956.0,12.0,30.0,Manufacturing,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Herb Simon,3400,M,88.0,1934.0,10.0,23.0,Real Estate,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Yan Zhi,1800,M,50.0,1972.0,7.0,1.0,Real Estate,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Harold Hamm & family,18500,M,77.0,1945.0,12.0,11.0,Energy,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
George Argyros & family,2200,M,86.0,1937.0,2.0,4.0,Real Estate,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Huang Guanlin,1200,M,58.0,1965.0,1.0,1.0,Fashion & Retail,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Sasson Dayan & family,1400,M,83.0,1940.0,4.0,1.0,Finance & Investments,True,Brazil,"$1,839,758,040,766 ",3.7,51.3,75.7,65.1,212559417.0
Werner O. Weber,1400,M,84.0,1939.0,2.0,9.0,Manufacturing,True,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
He Zhaoxi,1700,M,49.0,1974.0,1.0,1.0,Technology,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
"Robert Rich, Jr.",5200,M,82.0,1941.0,1.0,25.0,Food & Beverage,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
V. Prem Watsa,1000,M,72.0,1950.0,8.0,5.0,Finance & Investments,True,Canada,"$1,736,425,629,520 ",1.9,68.9,81.9,24.5,36991981.0
Arkady Volozh,1100,M,59.0,1964.0,2.0,11.0,Technology,True,Israel,"$395,098,666,122 ",0.8,63.4,82.8,25.3,9053300.0
Igor Rybakov,1400,M,50.0,1972.0,5.0,16.0,Manufacturing,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Lau Cho Kun,1700,M,87.0,1936.0,1.0,10.0,Diversified,False,Malaysia,"$364,701,517,788 ",0.7,45.1,76.0,38.7,32447385.0
Lev Kvetnoi,1000,M,57.0,1965.0,8.0,27.0,Finance & Investments,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Bubba Cathy,6600,M,68.0,1954.0,4.0,22.0,Food & Beverage,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
"Stephen Mandel, Jr.",3600,M,67.0,1956.0,3.0,12.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Meng Qingshan & family,1700,M,74.0,1948.0,11.0,17.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Juan Abello,2700,M,81.0,1941.0,12.0,16.0,Finance & Investments,False,Spain,"$1,394,116,310,769 ",0.7,88.9,83.3,47.0,47076781.0
Shekhar Bajaj,2700,M,74.0,1948.0,6.0,8.0,Diversified,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
P.N.C. Menon,1600,M,74.0,1948.0,11.0,17.0,Real Estate,True,United Arab Emirates,"$421,142,267,938 ",-1.9,36.8,77.8,15.9,9770529.0
Harsh Goenka,2100,M,65.0,1957.0,12.0,10.0,Diversified,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Thongma Vijitpongpun,1200,M,65.0,1957.0,7.0,8.0,Real Estate,True,Thailand,"$543,649,976,166 ",0.7,49.3,76.9,29.5,69625582.0
Alejandro Bulgheroni,1800,M,78.0,1944.0,11.0,1.0,Energy,False,Uruguay,"$56,045,912,952 ",7.9,63.1,77.8,41.8,3461734.0
Rajan Mittal,4000,M,63.0,1960.0,1.0,5.0,Telecom,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Trudy Cathy White,6600,F,67.0,1955.0,12.0,17.0,Food & Beverage,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Ke Yunfeng & family,1200,M,56.0,1967.0,1.0,1.0,Healthcare,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Filiz Sahenk,2300,F,56.0,1967.0,2.0,14.0,Diversified,False,Turkey,"$754,411,708,203 ",15.2,23.9,77.4,42.3,83429615.0
Vagit Alekperov,20500,M,72.0,1950.0,9.0,1.0,Energy,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
François Pinault & family,40100,M,86.0,1936.0,8.0,21.0,Fashion & Retail,True,France,"$2,715,518,274,227 ",1.1,65.6,82.5,60.7,67059887.0
Itamar Locks & family,1300,M,68.0,1955.0,1.0,1.0,Food & Beverage,False,Brazil,"$1,839,758,040,766 ",3.7,51.3,75.7,65.1,212559417.0
Mark Shoen,4900,M,72.0,1950.0,11.0,20.0,Automotive,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Richard LeFrak & family,3700,M,77.0,1945.0,8.0,29.0,Real Estate,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Andrey Melnichenko & family,25200,M,51.0,1972.0,3.0,8.0,Metals & Mining,True,United Arab Emirates,"$421,142,267,938 ",-1.9,36.8,77.8,15.9,9770529.0
Scott Cook,4100,M,70.0,1952.0,7.0,26.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Takahisa Takahara,7200,M,61.0,1961.0,7.0,12.0,Fashion & Retail,False,Japan,"$5,081,769,542,380 ",0.5,63.2,84.2,46.7,126226568.0
Charles Cohen,3700,M,71.0,1952.0,2.0,8.0,Real Estate,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
David Golub,1100,M,60.0,1962.0,4.0,16.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Lin Li,4200,M,59.0,1963.0,5.0,1.0,Finance & Investments,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Carlos Slim Helu & family,93000,M,83.0,1940.0,1.0,28.0,Telecom,True,Mexico,"$1,258,286,717,125 ",3.6,40.2,75.0,55.1,126014024.0
Max Lytvyn,2200,M,43.0,1980.0,1.0,1.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
"Amos Hostetter, Jr.",3400,M,86.0,1937.0,1.0,12.0,Media & Entertainment,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Hans Langer,2700,M,71.0,1952.0,1.0,18.0,Manufacturing,True,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Yuri Milner,6800,M,61.0,1961.0,11.0,11.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Stephen Schwarzman,27800,M,76.0,1947.0,2.0,14.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Jose Maria Aristrain,1200,M,60.0,1962.0,11.0,2.0,Metals & Mining,False,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
Robert Pera,15500,M,45.0,1978.0,3.0,10.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Li Ping,6700,M,55.0,1968.0,1.0,1.0,Automotive,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Miriam Baumann-Blocher,2600,F,48.0,1975.0,1.0,1.0,Manufacturing,False,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
Wang Jianlin,8200,M,68.0,1954.0,10.0,1.0,Real Estate,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Dustin Moskovitz,8800,M,38.0,1984.0,5.0,22.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Jay-Z,2500,M,53.0,1969.0,12.0,4.0,Media & Entertainment,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Mori Arkin,1500,M,70.0,1952.0,9.0,24.0,Healthcare,True,Israel,"$395,098,666,122 ",0.8,63.4,82.8,25.3,9053300.0
Jay Hennick,1700,M,66.0,1957.0,1.0,20.0,Finance & Investments,True,Canada,"$1,736,425,629,520 ",1.9,68.9,81.9,24.5,36991981.0
Barry Zekelman,3500,M,56.0,1967.0,1.0,3.0,Manufacturing,False,Canada,"$1,736,425,629,520 ",1.9,68.9,81.9,24.5,36991981.0
Louis Le Duff,2600,M,76.0,1946.0,8.0,1.0,Food & Beverage,True,France,"$2,715,518,274,227 ",1.1,65.6,82.5,60.7,67059887.0
"Herbert Allen, Jr. & family",1600,M,83.0,1940.0,3.0,5.0,Finance & Investments,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Kong Jian Min,1000,M,55.0,1968.0,1.0,1.0,Real Estate,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Axel Oberwelland & family,1200,M,56.0,1967.0,1.0,1.0,Food & Beverage,False,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Kjeld Kirk Kristiansen,6700,M,75.0,1947.0,12.0,27.0,Manufacturing,False,Denmark,"$348,078,018,464 ",0.8,80.6,81.0,23.8,5818553.0
Rudolf Maag,4900,M,77.0,1946.0,1.0,31.0,Healthcare,True,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
Zheng Shuliang & family,8400,F,77.0,1946.0,1.0,1.0,Metals & Mining,False,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Mary Alice Dorrance Malone,4100,F,73.0,1950.0,2.0,3.0,Food & Beverage,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Aziz Akhannouch & family,1500,M,62.0,1961.0,1.0,1.0,Diversified,False,Morocco,"$118,725,279,596 ",0.2,35.9,76.5,45.8,36910560.0
Ashwin Desai,1200,M,71.0,1951.0,9.0,18.0,Manufacturing,True,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Ion Tiriac,2000,M,83.0,1939.0,5.0,9.0,Finance & Investments,True,Romania,"$250,077,444,017 ",3.8,49.4,75.4,20.0,19356544.0
Jimmy Haslam,4800,M,69.0,1954.0,3.0,9.0,Fashion & Retail,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Richard Desmond,1200,M,71.0,1951.0,12.0,8.0,Media & Entertainment,True,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Timur Kulibaev,4300,M,56.0,1966.0,9.0,10.0,Finance & Investments,True,Kazakhstan,"$180,161,741,180 ",5.2,61.7,73.2,28.4,18513930.0
Jitendra Virwani,1900,M,57.0,1966.0,2.0,18.0,Real Estate,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Paolo Bulgari,1500,M,85.0,1937.0,9.0,8.0,Fashion & Retail,False,Italy,"$2,001,244,392,042 ",0.6,61.9,82.9,59.1,60297396.0
Larry Tanenbaum,2000,M,77.0,1945.0,7.0,1.0,Sports,True,Canada,"$1,736,425,629,520 ",1.9,68.9,81.9,24.5,36991981.0
Julian Baker,2600,M,56.0,1966.0,5.0,21.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Sergei Studennikov & family,1500,M,56.0,1967.0,3.0,24.0,Fashion & Retail,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Jack Ma,23500,M,58.0,1964.0,9.0,10.0,Technology,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Alan Gerry,1500,M,94.0,1928.0,12.0,25.0,Media & Entertainment,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Savitri Jindal & family,17500,F,73.0,1950.0,3.0,20.0,Metals & Mining,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Rakesh Mittal,4000,M,67.0,1955.0,9.0,18.0,Telecom,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Romano Minozzi,1500,M,88.0,1935.0,3.0,6.0,Diversified,True,Italy,"$2,001,244,392,042 ",0.6,61.9,82.9,59.1,60297396.0
Mike Speiser,1200,M,52.0,1971.0,1.0,25.0,Technology,True,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Charles Butt,7500,M,85.0,1938.0,2.0,3.0,Fashion & Retail,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Riaz Valani,1800,M,46.0,1976.0,9.0,1.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
John Tu,6700,M,81.0,1941.0,8.0,12.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Marek Dospiva,1700,M,53.0,1969.0,7.0,18.0,Finance & Investments,True,Czech Republic,"$246,489,245,495 ",2.8,64.1,79.0,46.1,10669709.0
Benjamin Zhengmin Pan & family,1800,M,53.0,1969.0,12.0,1.0,Technology,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Hu Yangzhong,2000,M,58.0,1965.0,3.0,6.0,Technology,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Stephen Winn,1700,M,76.0,1946.0,9.0,12.0,Real Estate,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Arun Bharat Ram,3200,M,82.0,1940.0,11.0,15.0,Manufacturing,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
David Walentas,2400,M,84.0,1938.0,8.0,7.0,Real Estate,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Charlotte Soderstrom,1400,F,46.0,1977.0,1.0,1.0,Fashion & Retail,False,Sweden,"$530,832,908,738 ",1.8,67.0,82.5,49.1,10285453.0
David Green & family,14900,M,81.0,1941.0,11.0,13.0,Fashion & Retail,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Rafaela Aponte-Diamant,31200,F,78.0,1945.0,3.0,26.0,Logistics,True,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
Lu Xiangyang,13200,M,60.0,1962.0,12.0,28.0,Automotive,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Alexander Otto,9000,M,55.0,1967.0,7.0,7.0,Real Estate,False,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Ajay Parekh,1900,M,65.0,1957.0,6.0,23.0,Manufacturing,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Shiv Nadar,25600,M,77.0,1945.0,7.0,18.0,Technology,True,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Andre Esteves,4700,M,54.0,1968.0,7.0,12.0,Finance & Investments,True,Brazil,"$1,839,758,040,766 ",3.7,51.3,75.7,65.1,212559417.0
