name,net_worth,gender,age,birth_year,birth_month,birth_day,industry,self_made,country,gdp_country,cpi_change_country,gross_tertiary_education_enrollment,life_expectancy_country,total_tax_rate_country,population_country
Hui Lin Chit,1600,M,69.0,1953.0,6.0,16.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
"Cargill MacMillan, III.",1200,M,63.0,1959.0,12.0,21.0,Food & Beverage,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Lin Zhijun,1100,M,47.0,1975.0,9.0,1.0,Healthcare,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Zbigniew Juroszek & family,1300,M,60.0,1962.0,7.0,7.0,Diversified,True,Poland,"$592,164,400,688 ",2.2,67.8,77.6,40.8,37970874.0
Kentaro Ogawa,1900,M,74.0,1948.0,7.0,1.0,Food & Beverage,True,Japan,"$5,081,769,542,380 ",0.5,63.2,84.2,46.7,126226568.0
Yogesh Kothari,1100,M,74.0,1949.0,1.0,1.0,Manufacturing,True,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Konstantin Strukov & family,1300,M,64.0,1958.0,9.0,10.0,Metals & Mining,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
J. Wayne Weaver,1200,M,87.0,1935.0,9.0,1.0,Diversified,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Danna Azrieli,1200,F,55.0,1967.0,6.0,3.0,Real Estate,False,Israel,"$395,098,666,122 ",0.8,63.4,82.8,25.3,9053300.0
John Ocampo,1500,M,63.0,1959.0,4.0,5.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Alexander Sixt,1200,M,43.0,1979.0,10.0,24.0,Automotive,False,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Lin Xiucheng & family,3000,M,67.0,1955.0,10.0,10.0,Technology,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Edwin Soeryadjaya,1200,M,73.0,1949.0,7.0,17.0,Energy,False,Indonesia,"$1,119,190,780,753 ",3.0,36.3,71.5,30.1,270203917.0
Sofie Kirk Kristiansen,6700,F,47.0,1976.0,1.0,1.0,Manufacturing,False,Denmark,"$348,078,018,464 ",0.8,80.6,81.0,23.8,5818553.0
Yao Kuizhang,1400,M,58.0,1965.0,1.0,1.0,Food & Beverage,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Eddy Kusnadi Sariaatmadja,1000,M,69.0,1953.0,8.0,23.0,Media & Entertainment,True,Indonesia,"$1,119,190,780,753 ",3.0,36.3,71.5,30.1,270203917.0
Kenzo Tsujimoto,1000,M,82.0,1940.0,12.0,15.0,Media & Entertainment,True,Japan,"$5,081,769,542,380 ",0.5,63.2,84.2,46.7,126226568.0
Stef Wertheimer & family,6300,M,96.0,1926.0,7.0,16.0,Manufacturing,True,Israel,"$395,098,666,122 ",0.8,63.4,82.8,25.3,9053300.0
Axel Stawski,1500,M,72.0,1950.0,11.0,14.0,Real Estate,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Jennifer Pritzker,1900,F,72.0,1950.0,8.0,13.0,Finance & Investments,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Marie-Hélène Habert-Dassault,8100,F,58.0,1965.0,4.0,4.0,Diversified,False,France,"$2,715,518,274,227 ",1.1,65.6,82.5,60.7,67059887.0
Liu Chengyu & family,2100,M,60.0,1962.0,7.0,26.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Friedrich Knapp,3000,M,71.0,1951.0,5.0,6.0,Fashion & Retail,True,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Zeng Chaoyi,1300,M,54.0,1969.0,4.0,1.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Dmitri Bukhman,7000,M,37.0,1985.0,5.0,27.0,Media & Entertainment,True,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Hong Feng,1000,M,46.0,1977.0,1.0,1.0,Technology,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Wei Yin-Heng,2100,M,64.0,1959.0,1.0,1.0,Food & Beverage,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Otto Happel,2900,M,75.0,1948.0,2.0,9.0,Construction & Engineering,False,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
Koon Poh Keong,4000,M,61.0,1961.0,4.0,25.0,Manufacturing,True,Malaysia,"$364,701,517,788 ",0.7,45.1,76.0,38.7,32447385.0
Vivek Jain,3000,M,67.0,1955.0,8.0,30.0,Manufacturing,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Annette Lerner & family,6500,F,93.0,1930.0,2.0,27.0,Real Estate,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Barry Sternlicht,4600,M,62.0,1960.0,11.0,27.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Sidney Kimmel,1500,M,95.0,1928.0,1.0,16.0,Fashion & Retail,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Walter Faria,3300,M,68.0,1955.0,4.0,1.0,Food & Beverage,True,Brazil,"$1,839,758,040,766 ",3.7,51.3,75.7,65.1,212559417.0
Vikas Oberoi,2900,M,52.0,1970.0,9.0,8.0,Real Estate,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Jerry Moyes & family,1500,M,79.0,1944.0,1.0,15.0,Logistics,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Katharina Andresen,1500,F,27.0,1995.0,5.0,21.0,Diversified,False,Norway,"$403,336,363,636 ",2.2,82.0,82.8,36.2,5347896.0
Stefan von Holtzbrinck,3400,M,59.0,1963.0,5.0,15.0,Media & Entertainment,False,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Leng Youbin,3500,M,54.0,1969.0,1.0,1.0,Food & Beverage,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Li Zhongchu,2700,M,59.0,1963.0,8.0,26.0,Technology,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Zhong Ruonong & family,1700,F,60.0,1962.0,10.0,30.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Akira Mori & family,2800,M,86.0,1936.0,7.0,12.0,Real Estate,False,Japan,"$5,081,769,542,380 ",0.5,63.2,84.2,46.7,126226568.0
Pieter van der Does,1800,M,53.0,1969.0,5.0,1.0,Technology,True,Netherlands,"$909,070,395,161 ",2.6,85.0,81.8,41.2,17332850.0
Gary Friedman,1200,M,65.0,1957.0,8.0,6.0,Fashion & Retail,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Yasuhiro Fukushima,1700,M,75.0,1947.0,8.0,18.0,Media & Entertainment,True,Japan,"$5,081,769,542,380 ",0.5,63.2,84.2,46.7,126226568.0
Harry Triguboff,13100,M,90.0,1933.0,3.0,3.0,Real Estate,True,Australia,"$1,392,680,589,329 ",1.6,113.1,82.7,47.4,25766605.0
Cho Tak Wong,3100,M,76.0,1946.0,5.0,15.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Pradip Burman,1100,M,80.0,1942.0,11.0,2.0,Food & Beverage,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Lee Yeow Chor,2800,M,56.0,1967.0,1.0,1.0,Real Estate,False,Malaysia,"$364,701,517,788 ",0.7,45.1,76.0,38.7,32447385.0
John A. Sobrato & family,6700,M,83.0,1939.0,5.0,23.0,Real Estate,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Du Jiangtao & family,2800,M,53.0,1969.0,11.0,17.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Guenther Fielmann & family,3900,M,83.0,1939.0,9.0,17.0,Healthcare,True,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
John Gandel,3300,M,88.0,1934.0,8.0,13.0,Real Estate,False,Australia,"$1,392,680,589,329 ",1.6,113.1,82.7,47.4,25766605.0
Christian Latouche & family,2100,M,82.0,1940.0,7.0,18.0,Finance & Investments,True,France,"$2,715,518,274,227 ",1.1,65.6,82.5,60.7,67059887.0
Sebastian Piñera & family,2900,M,73.0,1949.0,12.0,1.0,Finance & Investments,True,Chile,"$282,318,159,745 ",2.6,88.5,80.0,34.0,18952038.0
Vadim Moshkovich,2300,M,55.0,1967.0,4.0,6.0,Food & Beverage,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Yves-Loic Martin,1300,M,57.0,1966.0,1.0,1.0,Healthcare,True,France,"$2,715,518,274,227 ",1.1,65.6,82.5,60.7,67059887.0
Michael Rubin,11400,M,50.0,1972.0,7.0,21.0,Fashion & Retail,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Lu Hongyan,1300,M,45.0,1977.0,5.0,31.0,Media & Entertainment,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Alfredo Harp Helu & family,1400,M,79.0,1944.0,3.0,11.0,Finance & Investments,True,Mexico,"$1,258,286,717,125 ",3.6,40.2,75.0,55.1,126014024.0
Wang Chaobin,1900,M,67.0,1956.0,1.0,1.0,Real Estate,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Alan Miller & family,1200,M,85.0,1937.0,8.0,17.0,Healthcare,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Marina Caprotti,1100,F,45.0,1978.0,1.0,17.0,Food & Beverage,False,Italy,"$2,001,244,392,042 ",0.6,61.9,82.9,59.1,60297396.0
Gordon Getty,2100,M,89.0,1933.0,12.0,20.0,Energy,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Kristo Käärmann,1300,M,42.0,1980.0,9.0,1.0,Finance & Investments,True,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Yasumitsu Shigeta,3800,M,58.0,1965.0,2.0,25.0,Telecom,True,Japan,"$5,081,769,542,380 ",0.5,63.2,84.2,46.7,126226568.0
John Pritzker,2500,M,69.0,1953.0,8.0,10.0,Finance & Investments,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Alberto Palatchi,1700,M,73.0,1949.0,6.0,26.0,Fashion & Retail,True,Spain,"$1,394,116,310,769 ",0.7,88.9,83.3,47.0,47076781.0
David Rubenstein,3200,M,73.0,1949.0,8.0,11.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Anand Burman,2100,M,70.0,1952.0,5.0,5.0,Food & Beverage,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Francoise Bettencourt Meyers & family,80500,F,69.0,1953.0,7.0,10.0,Fashion & Retail,False,France,"$2,715,518,274,227 ",1.1,65.6,82.5,60.7,67059887.0
Marc Andreessen,1700,M,51.0,1971.0,7.0,9.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Rameshchandra Jain,1400,M,74.0,1948.0,6.0,22.0,Manufacturing,True,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Melanie Perkins,3600,F,35.0,1987.0,5.0,13.0,Technology,True,Australia,"$1,392,680,589,329 ",1.6,113.1,82.7,47.4,25766605.0
Jean (Gigi) Pritzker,4200,F,60.0,1962.0,7.0,1.0,Service,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Nikil Viswanathan,1800,M,35.0,1987.0,10.0,16.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Mikhail Fridman,12600,M,58.0,1964.0,4.0,21.0,Energy,True,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Todd Wanek,3300,M,59.0,1964.0,3.0,16.0,Manufacturing,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Edythe Broad & family,6900,F,87.0,1936.0,1.0,1.0,Diversified,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Ion Stoica,1200,M,58.0,1965.0,2.0,12.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Radha Vembu,2200,F,50.0,1972.0,12.0,24.0,Technology,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Adam Neumann,2200,M,44.0,1979.0,4.0,1.0,Real Estate,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Rui Chen,1000,M,45.0,1978.0,1.0,1.0,Media & Entertainment,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Zhong Shanshan,68000,M,68.0,1954.0,12.0,1.0,Food & Beverage,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Seth Klarman,1300,M,65.0,1957.0,5.0,1.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Pei Zhenhua,8800,M,64.0,1959.0,1.0,1.0,Energy,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Edward Lampert,1900,M,60.0,1962.0,7.0,19.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Li Ruiqiang,1200,M,43.0,1979.0,11.0,1.0,Healthcare,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Doris Fisher,2400,F,91.0,1931.0,8.0,23.0,Fashion & Retail,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Vardis Vardinoyannis & family,1900,M,90.0,1933.0,1.0,1.0,Energy,True,Greece,"$209,852,761,469 ",0.2,136.6,81.3,51.9,10716322.0
Cunhui Nan,2000,M,59.0,1963.0,7.0,9.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Liang Feng,3200,M,54.0,1968.0,11.0,22.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Jim Davis & family,4900,M,79.0,1943.0,5.0,17.0,Manufacturing,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Jose E. Feliciano,4300,M,49.0,1973.0,5.0,29.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Roman Abramovich & family,9200,M,56.0,1966.0,10.0,24.0,Diversified,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Art Levinson,1300,M,73.0,1950.0,3.0,31.0,Diversified,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Robert Ng,7400,M,71.0,1952.0,1.0,1.0,Real Estate,False,Singapore,"$372,062,527,489 ",0.6,84.8,83.1,21.0,5703569.0
Guangxin Sun,3000,M,60.0,1962.0,12.0,1.0,Diversified,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Chey Tae-won,1600,M,62.0,1960.0,12.0,3.0,Technology,False,South Korea,"$2,029,000,000,000 ",0.4,94.3,82.6,33.2,51709098.0
Michael Steinhardt,1200,M,82.0,1940.0,12.0,7.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
S. Daniel Abraham,2500,M,98.0,1924.0,8.0,15.0,Food & Beverage,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Thomas Secunda,4700,M,68.0,1954.0,6.0,23.0,Media & Entertainment,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Changpeng Zhao,10500,M,45.0,1977.0,9.0,10.0,Finance & Investments,True,United Arab Emirates,"$421,142,267,938 ",-1.9,36.8,77.8,15.9,9770529.0
Fredrik Lundberg,5700,M,71.0,1951.0,8.0,5.0,Real Estate,False,Sweden,"$530,832,908,738 ",1.8,67.0,82.5,49.1,10285453.0
Jean-Pierre Cayard,3000,M,80.0,1943.0,1.0,1.0,Food & Beverage,False,France,"$2,715,518,274,227 ",1.1,65.6,82.5,60.7,67059887.0
Randolph Lerner,1100,M,61.0,1962.0,2.0,21.0,Finance & Investments,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
M.A. Yusuff Ali,5300,M,67.0,1955.0,11.0,15.0,Fashion & Retail,True,United Arab Emirates,"$421,142,267,938 ",-1.9,36.8,77.8,15.9,9770529.0
Chang Jianming & family,1300,M,58.0,1965.0,2.0,11.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Mehmet Sinan Tara,1900,M,64.0,1958.0,5.0,24.0,Construction & Engineering,False,Turkey,"$754,411,708,203 ",15.2,23.9,77.4,42.3,83429615.0
Mark Cuban,4600,M,64.0,1958.0,7.0,31.0,Media & Entertainment,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Hans Sy,2400,M,67.0,1955.0,9.0,29.0,Diversified,False,Philippines,"$376,795,508,680 ",2.5,35.5,71.1,43.1,108116615.0
Ruan Liping,6200,M,59.0,1964.0,1.0,1.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Hussain Sajwani,4500,M,70.0,1953.0,3.0,1.0,Real Estate,True,United Arab Emirates,"$421,142,267,938 ",-1.9,36.8,77.8,15.9,9770529.0
Gabriel Escarrer,1100,M,88.0,1935.0,3.0,2.0,Service,True,Spain,"$1,394,116,310,769 ",0.7,88.9,83.3,47.0,47076781.0
Xia Xinde,1200,M,58.0,1964.0,10.0,15.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Cameron Winklevoss,1200,M,41.0,1981.0,8.0,21.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
John Arnold,3300,M,49.0,1974.0,3.0,9.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Tiger Woods,1100,M,47.0,1975.0,12.0,30.0,Sports,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Jamshyd Godrej,2800,M,74.0,1949.0,1.0,24.0,Diversified,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Xicheng Wang & family,2300,M,74.0,1948.0,11.0,1.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Lu Zongjun,1500,M,59.0,1963.0,6.0,1.0,Logistics,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Gail Miller,4000,F,79.0,1943.0,10.0,14.0,Automotive,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Mao Zhongwu,1200,M,60.0,1962.0,8.0,13.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Viatcheslav Kantor,11300,M,69.0,1953.0,9.0,8.0,Manufacturing,True,Israel,"$395,098,666,122 ",0.8,63.4,82.8,25.3,9053300.0
Gerald Schwartz,1200,M,81.0,1941.0,11.0,24.0,Finance & Investments,True,Canada,"$1,736,425,629,520 ",1.9,68.9,81.9,24.5,36991981.0
Ivan Chrenko,1600,M,55.0,1967.0,6.0,27.0,Real Estate,True,Slovakia,"$105,422,304,976 ",2.7,46.6,77.2,49.7,5454073.0
Daniel Ziff,5700,M,51.0,1971.0,11.0,2.0,Finance & Investments,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Markus Blocher,3400,M,52.0,1971.0,1.0,1.0,Manufacturing,False,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
Chan Laiwa & family,4200,F,82.0,1941.0,1.0,1.0,Real Estate,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Travis Boersma,2100,M,52.0,1971.0,1.0,1.0,Food & Beverage,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Enrique Razon Jr.,7300,M,63.0,1960.0,3.0,3.0,Logistics,False,Philippines,"$376,795,508,680 ",2.5,35.5,71.1,43.1,108116615.0
Jay Chaudhry,6000,M,63.0,1959.0,8.0,26.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Daniel Gilbert,18000,M,61.0,1962.0,1.0,17.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Steve Case,1400,M,64.0,1958.0,8.0,21.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Richard Kurtz,1000,M,82.0,1940.0,5.0,15.0,Real Estate,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Dang Yanbao,12200,M,50.0,1973.0,2.0,1.0,Metals & Mining,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
T. Denny Sanford,2000,M,87.0,1935.0,12.0,23.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Sabrina Benetton,1800,F,49.0,1973.0,10.0,4.0,Fashion & Retail,False,Italy,"$2,001,244,392,042 ",0.6,61.9,82.9,59.1,60297396.0
Ke Zunhong & family,1400,M,68.0,1954.0,7.0,1.0,Healthcare,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Chung Yong-jin,1200,M,54.0,1968.0,9.0,19.0,Fashion & Retail,False,South Korea,"$2,029,000,000,000 ",0.4,94.3,82.6,33.2,51709098.0
Zhen Li & family,1200,M,59.0,1964.0,1.0,23.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Jim Kavanaugh,3700,M,60.0,1962.0,10.0,17.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Oren Zeev,2200,M,58.0,1964.0,9.0,23.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Osman Kibar,1700,M,52.0,1971.0,4.0,1.0,Healthcare,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Reinhold Schmieding,7700,M,68.0,1955.0,1.0,3.0,Healthcare,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Yusaku Maezawa,1700,M,47.0,1975.0,11.0,22.0,Technology,True,Japan,"$5,081,769,542,380 ",0.5,63.2,84.2,46.7,126226568.0
Radik Shaimiev,1400,M,58.0,1964.0,11.0,14.0,Energy,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Alexander Svetakov,2100,M,55.0,1968.0,2.0,15.0,Finance & Investments,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Nicolas Berggruen,3000,M,61.0,1961.0,8.0,10.0,Real Estate,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Eduardo Eurnekian,1900,M,90.0,1932.0,12.0,4.0,Diversified,True,Argentina,"$449,663,446,954 ",53.5,90.0,76.5,106.3,44938712.0
William Boyd & family,2100,M,91.0,1931.0,11.0,4.0,Gambling & Casinos,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Ning Zhao,1200,F,56.0,1967.0,1.0,1.0,Healthcare,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Tingdong Yang,1500,M,62.0,1960.0,5.0,20.0,Food & Beverage,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Nikolai Buinov,1900,M,55.0,1967.0,7.0,9.0,Energy,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Stanley Druckenmiller,6400,M,69.0,1953.0,6.0,14.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Scott Duncan,6800,M,40.0,1982.0,11.0,1.0,Energy,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
"Joe Rogers, Jr.",1700,M,76.0,1946.0,12.0,2.0,Food & Beverage,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Lee Joong-keun,1100,M,82.0,1941.0,1.0,11.0,Construction & Engineering,True,South Korea,"$2,029,000,000,000 ",0.4,94.3,82.6,33.2,51709098.0
Zhao Lixin,2600,M,57.0,1966.0,1.0,1.0,Technology,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Theodore Rachmat,3100,M,79.0,1943.0,12.0,15.0,Diversified,False,Indonesia,"$1,119,190,780,753 ",3.0,36.3,71.5,30.1,270203917.0
Peter Gassner,3500,M,58.0,1965.0,2.0,26.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Bang Si-hyuk,1700,M,50.0,1972.0,8.0,9.0,Media & Entertainment,True,South Korea,"$2,029,000,000,000 ",0.4,94.3,82.6,33.2,51709098.0
Sandra Ortega Mera,6900,F,54.0,1968.0,7.0,9.0,Fashion & Retail,False,Spain,"$1,394,116,310,769 ",0.7,88.9,83.3,47.0,47076781.0
Jared Isaacman,2100,M,40.0,1983.0,2.0,11.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Jude Reyes,7000,M,67.0,1955.0,9.0,16.0,Food & Beverage,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Jeff Tangney,1500,M,50.0,1972.0,8.0,9.0,Healthcare,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Amancio Ortega,77300,M,87.0,1936.0,3.0,28.0,Fashion & Retail,True,Spain,"$1,394,116,310,769 ",0.7,88.9,83.3,47.0,47076781.0
Reed Hastings,3100,M,62.0,1960.0,10.0,8.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Vinod Adani,9800,M,74.0,1949.0,1.0,10.0,Diversified,True,United Arab Emirates,"$421,142,267,938 ",-1.9,36.8,77.8,15.9,9770529.0
Li Shuirong & family,7800,M,66.0,1956.0,7.0,1.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Li Weiwei,1600,M,46.0,1977.0,1.0,1.0,Technology,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Henadiy Boholyubov,1100,M,61.0,1962.0,1.0,1.0,Diversified,True,Ukraine,"$153,781,069,118 ",7.9,82.7,71.6,45.2,44385155.0
Aerin Lauder,3100,F,52.0,1970.0,4.0,23.0,Fashion & Retail,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
